5,4;^g
4,5;^l
2,4;^a
5,3;^q
1,5;^t
4,2;^f
3,5;^s
5,3;^k
5,2;^y
4,2;^t
5,2;^l
5,1;^v
5,1;^v
4,1;^c
2,1;^j
3,2;^g
3,4;^u
3,2;^r
4,1;^a
4,2;^m
5,2;^i
1,2;^r
4,1;^z
5,2;^h
4,2;^e
2,1;^u
5,4;^i
3,4;^f
4,5;^z
1,3;^q
1,5;^j
1,3;^i
4,3;^x
4,1;^n
1,2;^v
5,3;^m
3,4;^w
3,1;^g
2,5;^c
3,1;^i
2,3;^b
5,1;^f
2,4;^e
4,3;^i
3,1;^z
5,3;^v
1,5;^n
1,4;^e
2,4;^m
2,1;^q
5,2;^s
2,3;^n
5,3;^o
5,2;^d
5,4;^a
2,3;^a
2,3;^r
4,5;^i
3,4;^r
1,5;^m
4,2;^o
5,2;^k
4,2;^d
4,1;^s
1,5;^f
4,3;^o
5,2;^y
3,5;^c
2,5;^q
4,5;^i
2,4;^z
5,4;^x
4,5;^v
2,5;^e
3,2;^m
2,1;^t
1,4;^y
3,4;^u
5,3;^d
3,5;^f
2,4;^g
2,3;^w
4,3;^q
4,5;^s
4,5;^c
4,2;^c
3,2;^l
5,1;^x
3,5;^y
2,3;^n
2,4;^i
1,2;^v
4,2;^n
2,5;^u
3,1;^g
5,3;^k
3,1;^g
5,4;^s
3,1;^v
4,1;^g
2,1;^x
5,2;^t
4,2;^o
3,5;^q
1,5;^n
4,2;^m
5,3;^i
4,3;^j
2,4;^f
3,5;^f
2,3;^p
5,3;^q
3,5;^j
4,1;^b
3,1;^n
4,5;^d
2,3;^f
3,4;^s
2,4;^b
3,1;^u
5,2;^f
1,3;^u
5,2;^e
5,4;^w
4,3;^f
1,2;^z
3,1;^y
5,3;^z
1,5;^k
5,1;^q
5,3;^w
4,2;^x
5,1;^b
4,3;^k
4,1;^h
5,1;^s
3,5;^i
1,3;^k
2,4;^c
2,1;^x
2,3;^s
4,5;^w
2,5;^j
3,1;^z
4,1;^u
5,3;^i
2,4;^u
2,3;^t
4,5;^y
4,5;^x
1,3;^t
2,5;^q
5,3;^s
2,5;^q
4,2;^y
1,3;^k
1,2;^w
4,1;^l
3,1;^h
4,3;^r
2,4;^c
5,4;^c
5,1;^x
3,4;^m
1,5;^n
3,5;^o
3,5;^m
1,5;^l
3,2;^g
3,5;^l
5,2;^f
4,5;^a
3,4;^k
5,4;^k
3,4;^w
2,5;^y
5,2;^k
1,2;^t
2,1;^z
3,2;^c
1,3;^g
1,3;^n
5,1;^q
5,2;^z
1,3;^a
5,1;^g
3,4;^r
4,2;^q
3,5;^g
3,5;^v
2,5;^c
4,3;^w
5,4;^c
1,3;^z
5,3;^l
3,1;^c
2,1;^p
2,5;^l
3,5;^d
5,4;^o
1,3;^f
5,4;^o
4,5;^m
1,2;^h
5,4;^h
1,5;^c
1,5;^r
2,4;^o
4,1;^e
1,3;^x
3,5;^x
2,4;^h
5,3;^f
3,4;^t
1,2;^i
1,2;^w
4,3;^o
1,5;^k
2,5;^m
3,4;^t
3,1;^k
3,2;^z
3,5;^p
1,3;^l
1,5;^x
4,2;^j
2,1;^j
3,4;^b
3,1;^a
4,1;^u
1,5;^m
2,1;^j
4,1;^d
5,2;^a
4,1;^s
3,5;^z
3,1;^v
5,4;^u
3,4;^u
2,1;^i
4,5;^g
3,5;^j
4,3;^p
5,2;^j
4,1;^u
3,5;^d
2,4;^f
4,1;^c
3,4;^s
2,3;^s
5,4;^a
1,5;^g
4,2;^d
3,1;^q
2,5;^s
4,3;^h
3,4;^u
4,5;^c
1,3;^u
5,2;^y
4,5;^m
2,5;^g
3,5;^z
3,5;^v
4,3;^o
4,5;^g
2,5;^m
4,1;^b
4,5;^g
5,1;^r
1,4;^k
1,5;^e
1,5;^v
1,3;^e
1,4;^h
2,5;^w
5,4;^m
2,1;^o
2,3;^b
2,1;^a
4,3;^n
5,2;^u
1,4;^f
3,1;^d
5,4;^m
2,3;^l
2,4;^a
5,4;^m
1,2;^g
2,4;^v
4,5;^y
3,1;^w
5,3;^q
4,2;^k
4,1;^l
3,5;^f
2,5;^y
4,2;^o
4,3;^i
2,3;^d
5,2;^i
3,1;^q
1,3;^r
5,1;^x
5,2;^n
5,2;^f
3,4;^e
3,4;^d
4,3;^d
3,2;^h
5,4;^y
2,3;^w
1,4;^c
1,2;^u
1,4;^e
2,1;^r
5,3;^n
3,2;^q
4,1;^f
4,1;^l
3,4;^n
3,2;^y
3,4;^a
4,5;^d
4,2;^l
3,5;^l
1,5;^o
3,5;^c
5,2;^w
2,1;^i
3,5;^d
1,4;^m
3,1;^d
2,3;^y
1,5;^s
2,4;^f
1,4;^t
5,3;^f
4,3;^l
2,3;^q
5,3;^r
4,3;^u
4,3;^q
1,2;^m
4,1;^z
5,3;^x
2,5;^l
4,2;^h
1,5;^o
2,4;^r
2,1;^b
3,1;^s
3,1;^h
3,1;^o
2,5;^n
2,5;^z
3,2;^m
4,3;^r
5,3;^w
5,4;^s
1,2;^w
4,1;^l
4,3;^b
4,1;^y
3,1;^k
4,2;^b
3,4;^l
3,5;^x
1,4;^i
2,4;^b
3,5;^b
5,3;^u
1,5;^c
1,5;^d
3,1;^w
5,1;^h
2,4;^f
1,4;^y
5,1;^h
1,3;^b
5,1;^m
4,1;^w
3,2;^m
5,2;^z
3,5;^o
5,1;^s
5,4;^k
3,2;^t
4,5;^t
1,4;^a
3,4;^p
3,2;^s
4,2;^j
3,5;^v
5,3;^d
5,4;^f
5,4;^u
4,1;^n
4,5;^f
1,3;^n
3,2;^l
4,1;^i
4,5;^q
1,4;^d
4,1;^t
2,5;^b
5,3;^b
1,2;^p
1,2;^e
1,3;^o
5,4;^o
5,3;^b
2,3;^x
3,5;^g
2,4;^z
1,3;^n
1,2;^w
4,1;^j
